"weightid","weight","activation.type","dataset","n","response.levels","n.levels","n.predictors","cluster","dataset.cluster","layer"
"h3_w54",0.0417297668755054,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w55",-0.998576700687408,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w56",0.74578320980072,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w57",-0.224829688668251,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w58",0.0454370938241482,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w59",0.232010096311569,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w60",0.304784536361694,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w61",-0.546729505062103,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w62",-0.524650931358337,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w63",0.335177004337311,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w64",0.553451776504517,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w65",0.0397758483886719,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w66",-0.301254063844681,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w67",0.486589819192886,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w68",-0.0968949496746063,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w69",-0.0397028028964996,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w70",0.176991850137711,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w71",-0.0539891272783279,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w72",0.605150580406189,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w73",0.171449795365334,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w74",0.209426611661911,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w75",0.259220272302628,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w76",0.36940461397171,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w77",-0.965085864067078,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w78",-0.169885724782944,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w79",0.552242457866669,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w80",-0.0637770295143127,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w81",1.03594553470612,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w82",-0.601076602935791,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w83",0.629570603370667,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w84",0.660239815711975,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w85",0.858987212181091,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w86",0.808987021446228,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w87",-0.0886016041040421,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w88",-0.858650922775269,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w89",0.260436564683914,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w90",0.249821588397026,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w91",-0.13611076772213,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w92",0.112333498895168,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w93",-0.00123054359573871,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w94",0.122312143445015,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w95",-0.363746345043182,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w96",-0.139890477061272,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w97",0.101491160690784,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w98",0.246423184871674,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h3_w99",-1.0136479139328,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden3"
"h4_w00",-1.08282387256622,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w01",0.1443010866642,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w02",0.225687086582184,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w03",0.44899383187294,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w04",0.0940791815519333,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w05",0.565794467926025,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w06",-0.456810861825943,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w07",-0.0389012694358826,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w08",-0.0904834344983101,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w09",0.474104166030884,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w10",0.618807911872864,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w11",-0.29203188419342,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w12",-0.447302430868149,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w13",0.0602933429181576,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w14",-0.412951320409775,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w15",0.105233244597912,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w16",-0.171374350786209,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w17",0.162007674574852,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w18",0.490245312452316,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w19",-0.409405320882797,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w20",0.197206199169159,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w21",0.0267391707748175,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w22",0.12605457007885,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w23",0.0917854532599449,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w24",-0.211027756333351,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w25",-0.0510020181536674,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w26",-0.208367794752121,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
"h4_w27",0.733464479446411,"RectifierWithDropout","kddcup",4898431,"normal.;buffer_overflow.;loadmodule.;perl.;neptune.;smurf.;guess_passwd.;pod.;teardrop.;portsweep.;ipsweep.;land.;ftp_write.;back.;imap.;satan.;phf.;nmap.;multihop.;warezmaster.;warezclient.;spy.;rootkit.",23,41,1,1,"Hidden4"
